,validated,accepted,committed,avg_val,avg_accep,avg_comm
2403,3,9,65,,,
2404,3,9,88,,,
2405,3,9,68,,,
2406,3,8,78,,,
2407,3,8,86,,,
2408,4,9,266,,,
2409,3,9,95,,,
2410,3,9,86,,,
2411,3,9,68,,,
2412,3,9,67,,,
2413,4,9,66,,,
2414,3,10,67,,,
2415,3,8,66,,,
2416,3,9,67,,,
2417,3,8,87,,,
2418,3,9,64,,,
2419,3,8,67,,,
2420,4,9,90,,,
2421,3,9,65,,,
2422,3,9,66,,,
2423,4,10,102,,,
2424,3,9,67,,,
2425,3,9,113,,,
2426,3,9,74,,,
2427,3,9,68,,,
2428,3,8,87,,,
2429,4,9,79,,,
2430,3,8,89,,,
2431,3,9,97,,,
2432,3,8,64,,,
2433,3,9,91,,,
2434,3,9,65,,,
2435,3,9,95,,,
2436,4,11,67,,,
2437,3,8,111,,,
2438,4,9,67,,,
2439,3,8,87,,,
2440,3,9,66,,,
2441,3,9,94,,,
2442,3,9,73,,,
2443,4,9,66,,,
2444,3,8,64,,,
2445,3,8,93,,,
2446,3,9,65,,,
2447,4,10,89,,,
2448,3,9,66,,,
2449,3,9,65,,,
2450,4,9,85,,,
2451,4,10,68,,,
2452,3,8,63,,,
2453,3,9,88,,,
2454,3,8,66,,,
2455,3,8,64,,,
2456,4,9,92,,,
2457,4,9,65,,,
2458,3,9,66,,,
2459,4,10,91,,,
2460,3,8,69,,,
2461,3,8,66,,,
2462,4,10,112,,,
2463,4,10,68,,,
2464,3,9,92,,,
2465,3,8,65,,,
2466,3,8,65,,,
2467,3,9,67,,,
2468,4,10,69,,,
2469,4,9,65,,,
2470,3,9,66,,,
2471,4,10,66,,,
2472,3,9,87,,,
2473,3,9,65,,,
2474,3,8,62,,,
2475,3,9,91,,,
2476,3,9,66,,,
2477,3,9,97,,,
2478,3,9,65,,,
2479,4,9,65,,,
2480,3,9,91,,,
2481,5,10,90,,,
2482,3,10,68,,,
2483,4,10,64,,,
2484,3,9,90,,,
2485,4,12,69,,,
2486,3,9,72,,,
2487,3,9,65,,,
2488,3,9,66,,,
2489,3,8,89,,,
2490,3,9,65,,,
2491,3,8,64,,,
2492,3,9,65,,,
2493,3,9,64,,,
2494,3,9,110,,,
2495,4,9,97,,,
2496,4,10,99,,,
2497,3,9,98,,,
2498,4,10,112,,,
